,lemma,pos,synset_cnt,p_cnt,ptr_symbol,sense_cnt,tagsense_cnt,synset_offset
0,0,a,1,1,&,1,1,02186132
1,1,a,1,1,&,1,1,02186338
2,10,a,1,1,&,1,1,02187296
3,10-membered,a,1,1,&,1,0,01503760
4,100,a,1,1,&,1,1,02196107
5,1000,a,1,1,&,1,1,02198752
6,1000th,a,1,1,&,1,0,02212473
7,100th,a,1,1,&,1,0,02209423
8,101,a,1,1,&,1,0,02196211
9,101st,a,1,1,&,1,0,02209551
10,105,a,1,1,&,1,0,02196333
11,105th,a,1,1,&,1,0,02209678
12,10th,a,1,1,&,1,0,02203373
13,11,a,1,1,&,1,1,02187379
14,110,a,1,1,&,1,0,02196439
15,110th,a,1,1,&,1,0,02209806
16,115,a,1,1,&,1,0,02196543
17,115th,a,1,1,&,1,0,02209933
18,11th,a,1,1,&,1,1,02203500
19,12,a,1,1,&,1,1,02187465
20,120,a,1,1,&,1,0,02196657
21,120th,a,1,1,&,1,0,02210068
22,125,a,1,1,&,1,0,02196769
23,125th,a,1,1,&,1,0,02210202
24,12th,a,1,1,&,1,0,02203629
25,13,a,1,1,&,1,1,02187606
26,130,a,1,1,&,1,0,02196891
27,130th,a,1,1,&,1,0,02210344
28,135,a,1,1,&,1,0,02197007
29,135th,a,1,1,&,1,0,02210478
30,13th,a,1,1,&,1,1,02203763
31,14,a,1,1,&,1,1,02187699
32,140,a,1,1,&,1,0,02197130
33,140th,a,1,1,&,1,0,02210620
34,145,a,1,1,&,1,0,02197244
35,145th,a,1,1,&,1,0,02210752
36,14th,a,1,1,&,1,1,02203868
37,15,a,1,1,&,1,1,02187793
38,150,a,1,1,&,1,0,02197364
39,150th,a,1,1,&,1,0,02210892
40,155,a,1,1,&,1,0,02197476
41,155th,a,1,1,&,1,0,02211024
42,15th,a,1,1,&,1,1,02203976
43,16,a,1,1,&,1,1,02187903
44,160,a,1,1,&,1,0,02197595
45,160th,a,1,1,&,1,0,02211164
46,165,a,1,1,&,1,0,02197708
47,165th,a,1,1,&,1,0,02211296
48,16th,a,1,1,&,1,0,02204131
49,17,a,1,1,&,1,1,02187995
50,170,a,1,1,&,1,0,02197828
51,170th,a,1,1,&,1,0,02211436
52,175,a,1,1,&,1,0,02197944
53,175th,a,1,1,&,1,0,02211572
54,17th,a,1,1,&,1,1,02204237
55,18,a,1,1,&,1,1,02188108
56,180,a,1,1,&,1,0,02198069
57,180th,a,1,1,&,1,0,02211716
58,18th,a,1,1,&,1,1,02204363
59,19,a,1,1,&,1,1,02188205
60,190,a,1,1,&,1,0,02198187
61,190th,a,1,1,&,1,0,02211850
62,19th,a,1,1,&,1,1,02204472
63,1st,a,1,1,&,1,1,02202047
64,2,a,1,1,&,1,1,02186470
65,2-dimensional,a,1,1,&,1,0,00660551
66,20,a,1,1,&,1,1,02188317
67,200,a,1,1,&,1,0,02198302
68,200th,a,1,1,&,1,0,02211989
69,20th,a,1,1,&,1,1,02204716
70,21,a,1,1,&,1,1,02188431
71,21st,a,1,1,&,1,0,02204823
72,22,a,1,1,&,1,1,02188525
73,22nd,a,1,1,&,1,0,02204932
74,23,a,1,1,&,1,1,02188620
75,23rd,a,1,1,&,1,0,02205045
76,24,a,1,1,&,1,1,02188720
77,24th,a,1,1,&,1,1,02205158
78,25,a,1,1,&,1,1,02188817
79,25th,a,1,1,&,1,1,02205271
80,26,a,1,1,&,1,1,02188913
81,26th,a,1,1,&,1,0,02205384
82,27,a,1,1,&,1,1,02189008
83,27th,a,1,1,&,1,0,02205496
84,28,a,1,1,&,1,1,02189108
85,28th,a,1,1,&,1,0,02205610
86,29,a,1,1,&,1,1,02189209
87,29th,a,1,1,&,1,0,02205725
88,2d,a,1,1,&,1,1,02202146
89,2nd,a,1,1,&,1,0,02202146
90,3,a,1,1,&,1,1,02186580
91,3-dimensional,a,1,1,&,1,0,00660809
92,3-membered,a,1,1,&,1,0,01502796
93,30,a,1,1,&,1,1,02189306
94,300,a,1,1,&,1,0,02198409
95,300th,a,1,1,&,1,0,02212108
96,30th,a,1,1,&,1,1,02205838
97,31,a,1,1,&,1,0,02189396
98,31st,a,1,1,&,1,0,02205947
99,32,a,1,1,&,1,0,02189491
100,32nd,a,1,1,&,1,0,02206056
101,33,a,1,1,&,1,0,02189587
102,33rd,a,1,1,&,1,0,02206173
103,34,a,1,1,&,1,0,02189688
104,34th,a,1,1,&,1,0,02206291
105,35,a,1,1,&,1,0,02189786
106,35th,a,1,1,&,1,0,02206409
107,36,a,1,1,&,1,0,02189883
108,36th,a,1,1,&,1,0,02206526
109,37,a,1,1,&,1,0,02189979
110,37th,a,1,1,&,1,0,02206642
111,38,a,1,1,&,1,0,02190080
112,38th,a,1,1,&,1,0,02206762
113,39,a,1,1,&,1,0,02190182
114,39th,a,1,1,&,1,0,02206881
115,3rd,a,1,1,&,1,1,02202307
116,4,a,1,1,&,1,1,02186665
117,4-dimensional,a,1,1,&,1,0,00661146
118,4-membered,a,1,1,&,1,0,01502925
119,40,a,1,1,&,1,1,02190278
120,400,a,1,1,&,1,0,02198520
121,400th,a,1,1,&,1,0,02212231
122,40th,a,1,1,&,1,0,02206998
123,41,a,1,1,&,1,0,02190377
124,41st,a,1,1,&,1,0,02207105
125,42,a,1,1,&,1,0,02190469
126,42nd,a,1,1,&,1,0,02207219
127,43,a,1,1,&,1,0,02190562
128,43rd,a,1,1,&,1,0,02207334
129,44,a,1,1,&,1,0,02190660
130,44th,a,1,1,&,1,0,02207450
131,45,a,1,1,&,1,0,02190755
132,45th,a,1,1,&,1,0,02207566
133,46,a,1,1,&,1,0,02190849
134,46th,a,1,1,&,1,0,02207681
135,47,a,1,1,&,1,0,02190942
136,47th,a,1,1,&,1,0,02207795
137,48,a,1,1,&,1,0,02191040
138,48th,a,1,1,&,1,0,02207913
139,49,a,1,1,&,1,0,02191139
140,49th,a,1,1,&,1,0,02208030
141,4th,a,1,1,&,1,1,02202443
142,5,a,1,1,&,1,1,02186750
143,5-membered,a,1,1,&,1,0,01503052
144,50,a,1,1,&,1,1,02191232
145,500,a,1,1,&,1,1,02198631
146,500th,a,1,1,&,1,0,02212352
147,50th,a,1,1,&,1,0,02208145
148,51,a,1,1,&,1,0,02191336
149,52,a,1,1,&,1,0,02191427
150,53,a,1,1,&,1,0,02191519
151,54,a,1,1,&,1,0,02191616
152,55,a,1,1,&,1,0,02191710
153,55th,a,1,1,&,1,0,02208270
154,56,a,1,1,&,1,0,02191803
155,57,a,1,1,&,1,0,02191895
156,58,a,1,1,&,1,0,02191992
157,59,a,1,1,&,1,0,02192090
158,5th,a,1,1,&,1,0,02202712
159,6,a,1,1,&,1,1,02186833
160,6-membered,a,1,1,&,1,0,01503179
161,60,a,1,1,&,1,1,02192184
162,60th,a,1,1,&,1,0,02208385
163,61,a,1,1,&,1,0,02192284
164,62,a,1,1,&,1,0,02192376
165,63,a,1,1,&,1,0,02192469
166,64,a,1,1,&,1,0,02192567
167,64th,a,1,1,&,1,0,02208492
168,65,a,1,1,&,1,0,02192662
169,65th,a,1,1,&,1,0,02208608
170,66,a,1,1,&,1,0,02192756
171,67,a,1,1,&,1,0,02192849
172,68,a,1,1,&,1,0,02192947
173,69,a,1,1,&,1,0,02193046
174,6th,a,1,1,&,1,1,02202854
175,7,a,1,1,&,1,1,02186970
176,7-membered,a,1,1,&,1,0,01503375
177,70,a,1,1,&,1,1,02193141
178,70th,a,1,1,&,1,1,02208723
179,71,a,1,1,&,1,0,02193249
180,72,a,1,1,&,1,0,02193346
181,73,a,1,1,&,1,0,02193444
182,74,a,1,1,&,1,0,02193547
183,75,a,1,1,&,1,0,02193647
184,75th,a,1,1,&,1,0,02208852
185,76,a,1,1,&,1,0,02193746
186,77,a,1,1,&,1,0,02193844
187,78,a,1,1,&,1,0,02193947
188,79,a,1,1,&,1,0,02194051
189,7th,a,1,1,&,1,0,02202979
190,8,a,1,1,&,1,1,02187073
191,8-membered,a,1,1,&,1,0,01503504
192,80,a,1,1,&,1,1,02194151
193,80th,a,1,1,&,1,0,02208971
194,81,a,1,1,&,1,0,02194255
195,82,a,1,1,&,1,0,02194351
196,83,a,1,1,&,1,0,02194448
197,84,a,1,1,&,1,0,02194550
198,85,a,1,1,&,1,0,02194649
199,85th,a,1,1,&,1,0,02209080
200,86,a,1,1,&,1,0,02194747
201,87,a,1,1,&,1,0,02194844
202,88,a,1,1,&,1,0,02194946
203,89,a,1,1,&,1,0,02195049
204,8th,a,1,1,&,1,0,02203123
205,9,a,1,1,&,1,1,02187161
206,9-membered,a,1,1,&,1,0,01503633
207,90,a,1,1,&,1,1,02195145
208,90th,a,1,1,&,1,0,02209197
209,91,a,1,1,&,1,0,02195234
210,92,a,1,1,&,1,0,02195328
211,93,a,1,1,&,1,0,02195423
212,94,a,1,1,&,1,0,02195523
213,95,a,1,1,&,1,0,02195620
214,95th,a,1,1,&,1,0,02209306
215,96,a,1,1,&,1,0,02195716
216,97,a,1,1,&,1,0,02195811
217,98,a,1,1,&,1,0,02195911
218,99,a,1,1,&,1,0,02196012
219,9th,a,1,1,&,1,0,02203249
220,a-ok,a,1,1,&,1,0,01122907
221,a-okay,a,1,1,&,1,0,01122907
222,a-one,a,1,2,"['&', ';']",1,0,['02341864']
223,a.m.,a,1,1,&,1,0,00130518
224,a_cappella,a,1,1,&,1,0,02252352
225,a_couple_of,a,1,1,&,1,1,01553340
226,a_few,a,1,1,&,1,1,01553340
227,a_la_carte,a,1,1,!,1,0,02453183
228,a_la_mode,a,1,1,&,1,0,00971506
229,a_posteriori,a,2,3,"['!', '&', '^']",2,0,"['00139126', '00859350']"
230,a_priori,a,2,3,"['!', '&', '^']",2,0,"['00138912', '00861109']"
231,abactinal,a,1,1,!,1,0,01665972
232,abandoned,a,2,1,['&'],2,1,"['01313004', '01317231']"
233,abashed,a,1,1,&,1,1,00531628
234,abasic,a,1,2,"['\\', '+']",1,0,['02598608']
235,abatable,a,1,2,"['&', '+']",1,0,['02288022']
236,abatic,a,1,2,"['\\', '+']",1,0,['02598608']
237,abaxial,a,1,2,"['!', ';']",1,0,['00002312']
238,abbatial,a,1,2,"['\\', '+']",1,0,['02598768']
239,abbreviated,a,2,1,['&'],2,1,"['01436432', '01442597']"
240,abdicable,a,1,2,"['&', '+']",1,0,['02528048']
241,abdominal,a,1,2,"['\\', '+']",1,1,['02934594']
242,abdominous,a,1,2,"['&', '+']",1,0,['00986457']
243,abdominovesical,a,1,1,\,1,0,02598981
244,abducent,a,1,2,"['!', ';']",1,0,['00002956']
245,abducting,a,1,1,;,1,0,00002956
246,abecedarian,a,1,1,&,1,0,00100881
247,aberdonian,a,1,2,"['\\', '+']",1,0,['02599114']
248,aberrant,a,1,2,"['&', '+']",1,1,['01596122']
249,abeyant,a,1,2,"['&', '+']",1,0,['00034032']
250,abhorrent,a,1,2,"['&', '+']",1,1,['01625063']
251,abiding,a,1,1,&,1,1,01754873
252,abient,a,1,4,"['!', '\\', '+', ';']",1,0,['02599689']
253,abiogenetic,a,1,2,"['\\', '+']",1,0,['02599837']
254,abject,a,4,1,['&'],4,2,"['00904745', '01049941', '01229435', '00789281']"
255,abkhaz,a,1,1,\,1,0,02599269
256,abkhazian,a,1,1,\,1,0,02599269
257,ablated,a,1,1,&,1,1,00882018
258,ablative,a,2,4,"['&', '\\', '+', ';']",2,0,"['03041636', '00050260']"
259,ablaze,a,4,1,['&'],4,1,"['01726021', '00475308', '00402731', '00270496']"
260,able,a,4,4,"['!', '&', '=', '+']",4,3,"['00001740', '00510348', '00306663', '01017439']"
261,able-bodied,a,1,1,&,1,0,01017439
262,abloom,a,1,1,&,1,0,01488856
263,ablutionary,a,1,2,"['&', '+']",1,0,['02117866']
264,abnaki,a,1,1,\,1,0,02599409
265,abnormal,a,3,6,"['!', '&', '^', '=', '+', ';']",3,1,"['01595596', '01598592', '01533535']"
266,abolishable,a,1,2,"['&', '+']",1,0,['00738182']
267,abolitionary,a,1,2,"['\\', '+']",1,0,['03138752']
268,abomasal,a,1,2,"['\\', '+']",1,0,['03138895']
269,abominable,a,2,2,"['&', '+']",2,1,"['01460679', '01126291']"
270,aboral,a,1,2,"['!', ';']",1,0,['01665674']
271,aboriginal,a,3,3,"['&', '\\', '+']",3,0,"['02599509', '01037148', '00813589']"
272,abortifacient,a,1,2,"['&', '+']",1,0,['00322844']
273,abortive,a,1,2,"['&', '+']",1,0,['01082714']
274,aboulic,a,1,2,"['&', '+']",1,0,['01583486']
275,abounding,a,1,1,&,1,1,00014358
276,about,a,1,1,&,1,0,00032358
277,above,a,1,1,&,1,1,00125993
278,above-mentioned,a,1,1,&,1,1,00126116
279,above-named,a,1,1,&,1,0,00126116
280,aboveboard,a,1,1,&,1,0,02318728
281,aboveground,a,1,1,&,1,1,02471264
282,abranchial,a,1,0,[],1,0,['01107094']
283,abranchiate,a,1,1,!,1,0,01107094
284,abranchious,a,1,0,[],1,0,['01107094']
285,abrasive,a,2,2,"['&', '+']",2,0,"['02239289', '00090219']"
286,abreast,a,1,1,&,1,0,01306645
287,abridged,a,1,3,"['!', '&', '^']",1,0,['00004413']
288,abroach,a,1,1,&,1,0,01659762
289,abroad,a,1,1,&,1,1,01037763
290,abrupt,a,4,2,"['&', '+']",4,2,"['02294122', '01143585', '01145151', '00640520']"
291,abruptly-pinnate,a,1,1,&,1,0,02172617
292,abscessed,a,1,1,&,1,0,02114190
293,absent,a,3,4,"['!', '&', '=', '+']",3,1,"['01847672', '00927832', '00165171']"
294,absentminded,a,1,2,"['&', '+']",1,1,['00165171']
295,absolute,a,5,3,"['!', '&', '+']",5,3,"['00005205', '00520892', '00719328', '00897015', '00094069']"
296,absolutist,a,1,2,"['\\', '+']",1,0,['03139045']
297,absolutistic,a,1,2,"['\\', '+']",1,0,['03139045']
298,absolved,a,1,1,&,1,0,01320184
299,absolvitory,a,1,2,"['&', '+']",1,0,['00923495']
300,absorbable,a,1,2,"['!', '+']",1,0,['00008734']
301,absorbed,a,2,1,['&'],2,2,"['00163948', '02009166']"
302,absorbefacient,a,1,1,&,1,0,00006777
303,absorbent,a,1,4,"['!', '&', '=', '+']",1,0,['00006336']
304,absorbing,a,1,1,&,1,0,01344171
305,absorptive,a,1,3,"['&', '=', '+']",1,1,['00006336']
306,abstemious,a,2,5,"['!', '&', '^', '=', '+']",2,0,"['00009046', '02401863']"
307,abstentious,a,1,2,"['&', '+']",1,0,['00009346']
308,abstinent,a,1,2,"['&', '+']",1,0,['00009346']
309,abstract,a,3,5,"['!', '&', '^', '=', '+']",3,2,"['00011757', '01980557', '00862526']"
310,abstracted,a,1,2,"['&', '+']",1,0,['00165171']
311,abstractionist,a,1,2,"['&', '+']",1,0,['01980557']
312,abstractive,a,1,2,"['&', '+']",1,1,['00860932']
313,abstruse,a,1,2,"['&', '+']",1,0,['00899226']
314,absurd,a,2,2,"['&', '+']",2,2,"['01431112', '02570643']"
315,abulic,a,1,2,"['&', '+']",1,0,['01583486']
316,abundant,a,1,5,"['!', '&', '^', '=', '+']",1,1,['00013887']
317,abused,a,2,2,"['!', '&']",2,1,"['02495564', '00017352']"
318,abusive,a,2,2,"['&', '+']",2,0,"['01628531', '01160584']"
319,abuzz,a,1,1,&,1,0,01920697
320,abysmal,a,2,2,"['&', '+']",2,0,"['01499155', '00690683']"
321,abyssal,a,2,3,"['&', '\\', '+']",2,0,"['02973733', '00690683']"
322,academic,a,3,3,"['&', '\\', '+']",3,3,"['02599939', '00862718', '02083908']"
323,acanthoid,a,1,1,&,1,0,01810011
324,acanthotic,a,1,2,"['\\', '+']",1,0,['02600131']
325,acanthous,a,1,2,"['&', '+']",1,0,['01810011']
326,acapnial,a,1,2,"['\\', '+']",1,0,['02600244']
327,acapnic,a,1,2,"['\\', '+']",1,0,['02600244']
328,acapnotic,a,1,2,"['\\', '+']",1,0,['02600244']
329,acarpellous,a,1,1,;,1,0,00316167
330,acarpelous,a,1,2,"['!', ';']",1,0,['00316167']
331,acarpous,a,1,1,&,1,0,01082925
332,acatalectic,a,1,2,"['!', '+']",1,0,['00317886']
333,acaudal,a,1,2,"['&', ';']",1,0,['00320847']
334,acaudate,a,1,3,"['!', '&', ';']",1,0,['00320847']
335,acaulescent,a,1,2,"['!', ';']",1,0,['00322321']
336,accelerando,a,1,2,"['&', '+']",1,0,['02537841']
337,accelerated,a,1,1,&,1,1,00977105
338,accelerative,a,1,2,"['&', '+']",1,0,['02535161']
339,acceleratory,a,1,2,"['&', '+']",1,0,['02535161']
340,accented,a,2,1,['&'],2,0,"['02320751', '02319538']"
341,accentual,a,2,3,"['!', '\\', '+']",2,0,"['03139235', '02290454']"
342,acceptable,a,4,5,"['!', '&', '^', '+', ';']",4,1,"['00017782', '02297966', '01124768', '01020709']"
343,acceptant,a,1,2,"['&', '+']",1,0,['01985557']
344,accepted,a,1,1,&,1,1,00027599
345,accepting,a,1,1,&,1,1,00076127
346,acceptive,a,2,3,"['!', '&', '+']",2,0,"['00075952', '01985557']"
347,accessary,a,1,1,&,1,0,02355248
348,accessible,a,4,5,"['!', '&', '^', '=', '+']",4,0,"['00019131', '00533221', '00183675', '00134251']"
349,accessional,a,1,1,\,1,0,03139363
350,accessorial,a,1,2,"['&', '+']",1,0,['00902946']
351,accessory,a,2,2,"['&', '+']",2,0,"['02355248', '02354897']"
352,accident-prone,a,1,1,&,1,0,01293049
353,accidental,a,1,2,"['&', '+']",1,0,['01338909']
354,accipitrine,a,1,1,\,1,0,03139452
355,acclivitous,a,1,2,"['&', '+']",1,0,['02484530']
356,accommodating,a,2,3,"['!', '&', '^']",2,0,"['00020787', '01195963']"
357,accommodational,a,1,2,"['\\', '+']",1,0,['03139585']
358,accommodative,a,3,3,"['&', '^', '+']",3,0,"['00020787', '00513388', '00046339']"
359,accompanied,a,2,1,['!'],2,1,"['02250899', '02252053']"
360,accompanying,a,1,1,&,1,0,00122844
361,accomplishable,a,1,2,"['&', '+']",1,0,['01821690']
362,accomplished,a,3,1,['&'],3,2,"['02226028', '00521329', '02129535']"
363,accordant,a,2,3,"['!', '&', '+']",2,0,"['00552841', '00577122']"
364,according,a,2,1,['&'],2,0,"['00553140', '00471572']"
365,accountable,a,1,2,"['&', '+']",1,0,['01996875']
366,accoutered,a,1,2,"['&', ';']",1,0,['01094398']
367,accoutred,a,1,2,"['&', ';']",1,0,['01094398']
368,accredited,a,1,1,&,1,0,00178811
369,accretionary,a,1,2,"['&', '+']",1,0,['02535335']
370,accretive,a,1,2,"['&', '+']",1,0,['02535533']
371,accrued,a,1,1,&,1,1,00880447
372,acculturational,a,1,2,"['\\', '+']",1,0,['03139749']
373,acculturative,a,1,2,"['\\', '+']",1,0,['03139749']
374,accumbent,a,1,1,&,1,0,01238201
375,accumulated,a,1,1,&,1,0,00880447
376,accumulative,a,2,2,"['&', '+']",2,0,"['00048460', '00029769']"
377,accurate,a,2,4,"['!', '&', '^', '=']",2,1,"['00021766', '00631798']"
378,accursed,a,1,1,&,1,0,00669853
379,accurst,a,1,1,&,1,0,00669853
380,accusative,a,2,4,"['&', '\\', '+', ';']",2,1,"['00924257', '02861997']"
381,accusatorial,a,1,3,"['!', '\\', '+']",1,0,['03041739']
382,accusatory,a,1,2,"['&', '+']",1,0,['00924257']
383,accusing,a,1,1,&,1,1,00924257
384,accusive,a,1,2,"['&', '+']",1,0,['00924257']
385,accustomed,a,2,2,"['!', '&']",2,1,"['00024417', '00489491']"
386,ace,a,1,2,"['&', ';']",1,0,['02341864']
387,acellular,a,1,1,&,1,0,00328128
388,acentric,a,2,2,"['&', '\\']",2,0,"['03140110', '00543407']"
389,acephalous,a,1,2,"['&', ';']",1,0,['01184448']
390,acerate,a,1,1,&,1,0,02167133
391,acerb,a,2,1,['&'],2,0,"['02369027', '01802165']"
392,acerbic,a,2,2,"['&', '+']",2,0,"['02369027', '01802165']"
393,acerose,a,1,1,&,1,0,02167133
394,acervate,a,1,1,\,1,0,02600447
395,acetabular,a,1,2,"['&', '+']",1,0,['00535844']
396,acetic,a,1,1,\,1,0,03039907
397,acetonic,a,1,2,"['\\', '+']",1,0,['02600593']
398,acetose,a,1,1,&,1,0,02369179
399,acetous,a,1,1,&,1,0,02369179
400,acetylenic,a,1,2,"['\\', '+']",1,0,['02600691']
401,acetylic,a,1,2,"['\\', '+']",1,0,['02600792']
402,achaean,a,1,1,\,1,0,02600893
403,achenial,a,1,2,"['\\', '+']",1,0,['02601123']
404,acheronian,a,1,2,"['&', '+']",1,0,['00273652']
405,acherontic,a,1,1,&,1,0,00273652
406,achievable,a,1,2,"['&', '+']",1,0,['01821690']
407,aching,a,1,1,&,1,1,01711465
408,achlamydeous,a,1,2,"['!', ';']",1,0,['00365681']
409,achlorhydric,a,1,1,\,1,0,02601242
410,achondritic,a,2,3,"['!', '\\', '+']",2,0,"['02601326', '00365936']"
411,achondroplastic,a,1,2,"['\\', '+']",1,0,['02899271']
412,achromatic,a,1,5,"['!', '&', '^', '=', '+']",1,0,['00386392']
413,achromatinic,a,1,3,"['!', '\\', '+']",1,0,['02696638']
414,achromatous,a,1,1,&,1,0,00401831
415,achromic,a,1,1,&,1,0,00401922
416,achromous,a,1,1,&,1,0,00401922
417,achy,a,1,2,"['&', '+']",1,0,['01711465']
418,acicular,a,1,2,"['&', '+']",1,0,['02167133']
419,aciculate,a,1,1,\,1,0,02601432
420,acid,a,3,3,"['&', '+', ';']",3,1,"['01802165', '02369335', '00025470']"
421,acid-fast,a,1,1,&,1,0,01774191
422,acid-forming,a,1,1,&,1,0,00025633
423,acid-loving,a,1,3,"['!', '&', ';']",1,0,['00026706']
424,acid-tasting,a,1,1,&,1,0,02395810
425,acidic,a,2,3,"['!', '&', ';']",2,0,"['00025238', '02369335']"
426,acidimetric,a,1,2,"['\\', '+']",1,0,['02601564']
427,acidophilic,a,1,2,"['&', '+']",1,0,['00026895']
428,acidophilous,a,1,1,&,1,0,00026895
429,acidotic,a,1,2,"['\\', '+']",1,0,['02601674']
430,acidulent,a,1,1,&,1,0,02369335
431,acidulous,a,1,2,"['&', '+']",1,0,['02369335']
432,aciduric,a,1,1,&,1,0,00026895
433,acinar,a,2,2,"['\\', '+']",2,0,"['02601940', '02601788']"
434,acinic,a,1,2,"['\\', '+']",1,0,['02601940']
435,acinose,a,1,1,\,1,0,02601940
436,acinous,a,1,2,"['\\', '+']",1,0,['02601940']
437,acknowledgeable,a,1,2,"['&', '+']",1,0,['01272609']
438,acknowledged,a,2,4,"['!', '&', '^', '=']",2,0,"['00027247', '01918464']"
439,acned,a,1,1,&,1,0,00246175
440,acneiform,a,1,1,\,1,0,02602190
441,acold,a,1,2,"['&', ';']",1,0,['01251830']
442,acorn-shaped,a,1,1,&,1,0,02144834
443,acoustic,a,1,2,"['\\', '+']",1,0,['02868489']
444,acoustical,a,1,2,"['\\', '+']",1,1,['02868489']
445,acquainted,a,1,1,&,1,1,00965894
446,acquiescent,a,1,2,"['&', '+']",1,0,['01612627']
447,acquirable,a,1,2,"['&', '+']",1,0,['00183832']
448,acquired,a,1,1,&,1,1,01315670
449,acquisitive,a,1,4,"['!', '&', '=', '+']",1,0,['00029343']
450,acquitted,a,1,1,&,1,0,01320474
451,acrid,a,2,2,"['&', '+']",2,0,"['02398608', '01802165']"
452,acrimonious,a,1,2,"['&', '+']",1,0,['00116744']
453,acritical,a,1,1,&,1,0,00651841
454,acrobatic,a,1,2,"['&', '+']",1,1,['00032497']
455,acrocarpous,a,1,1,!,1,0,02590268
456,acrocentric,a,1,1,\,1,0,03140220
457,acrogenic,a,1,1,\,1,0,02602434
458,acrogenous,a,1,2,"['\\', '+']",1,0,['02602434']
459,acromegalic,a,1,2,"['&', '+']",1,0,['02140834']
460,acronymic,a,1,2,"['\\', '+']",1,0,['02859341']
461,acronymous,a,1,2,"['\\', '+']",1,0,['02859341']
462,acropetal,a,1,2,"['!', ';']",1,0,['00031674']
463,acrophobic,a,1,2,"['&', '+']",1,0,['00078329']
464,acroscopic,a,1,2,"['!', ';']",1,0,['00002730']
465,across-the-board,a,1,1,&,1,0,00526062
466,actable,a,1,2,"['!', '+']",1,0,['00795785']
467,actinal,a,1,2,"['!', ';']",1,0,['01665816']
468,acting,a,1,1,&,1,1,01756166
469,actinic,a,1,2,"['\\', '+']",1,0,['03039997']
470,actinoid,a,1,1,&,1,0,02374557
471,actinometric,a,1,2,"['\\', '+']",1,0,['02602644']
472,actinometrical,a,1,1,\,1,0,02602644
473,actinomorphic,a,1,3,"['!', '&', ';']",1,0,['02374349']
474,actinomorphous,a,1,2,"['&', ';']",1,0,['02374349']
475,actinomycetal,a,1,2,"['\\', '+']",1,0,['02602784']
476,actinomycetous,a,1,2,"['\\', '+']",1,0,['02602784']
477,actinomycotic,a,1,2,"['\\', '+']",1,0,['02602951']
478,actionable,a,1,2,"['&', '+']",1,0,['01370864']
479,activated,a,4,2,"['&', ';']",4,1,"['01954005', '01928926', '00042692', '00034924']"
480,activating,a,1,1,&,1,0,00322938
481,active,a,14,6,"['!', '&', '^', '=', '+', ';']",14,8,"['00037457', '01660444', '00038750', '01515280', '00031974', '00042457', '00035465', '00927373', '00043411', '00042037', '00041618', '00041361', '00040325', '00034710']"
482,activist,a,1,2,"['&', '+']",1,0,['00039122']
483,activistic,a,1,2,"['&', '+']",1,0,['00039122']
484,actual,a,5,4,"['!', '&', '=', '+']",5,4,"['00043765', '01933520', '02460964', '01933731', '00666610']"
485,actuarial,a,1,2,"['\\', '+']",1,0,['02939542']
486,actuated,a,1,1,&,1,0,01558641
487,actuating,a,1,1,&,1,0,00322938
488,acuate,a,1,1,&,1,0,01810189
489,aculeate,a,1,1,\,1,0,02603069
490,aculeated,a,1,1,\,1,0,02603069
491,acuminate,a,1,2,"['&', '+']",1,0,['02167285']
492,acute,a,6,4,"['!', '&', '+', ';']",6,3,"['00044760', '00803275', '01744515', '01811820', '01810189', '00650900']"
493,acyclic,a,2,3,"['!', '&', ';']",2,0,"['00677877', '00677313']"
494,ad-lib,a,2,1,['&'],2,1,"['01845451', '02213557']"
495,ad_hoc,a,2,1,['&'],2,0,"['01798371', '01103529']"
496,ad_hominem,a,1,1,&,1,0,01767826
497,adactylous,a,1,1,\,1,0,02603235
498,adagio,a,1,1,&,1,0,00982881
499,adamant,a,1,2,"['&', '+']",1,1,['01024812']
500,adamantine,a,3,2,"['&', '\\']",3,0,"['02603319', '01151246', '01024812']"
501,adaptable,a,1,3,"['!', '&', '+']",1,1,['01027263']
502,adaptational,a,1,1,&,1,0,00046471
503,adaptative,a,1,2,"['&', '+']",1,0,['00046109']
504,adapted,a,1,1,&,1,1,01540637
505,adaptive,a,1,3,"['!', '&', '+']",1,0,['00046109']
506,adaxial,a,1,2,"['!', ';']",1,0,['00002527']
507,addable,a,1,2,"['&', '+']",1,0,['00048706']
508,addible,a,1,2,"['&', '+']",1,0,['00048706']
509,addicted,a,1,2,"['!', '&']",1,1,['00047029']
510,addictive,a,1,2,"['!', '+']",1,0,['00047786']
511,additional,a,1,1,&,1,0,00048858
512,additive,a,2,4,"['!', '&', '+', ';']",2,0,"['01417451', '00048129']"
513,addlebrained,a,1,1,&,1,1,00435872
514,addled,a,2,1,['&'],2,0,"['01069187', '00436115']"
515,addlepated,a,1,1,&,1,0,00435872
516,addressable,a,1,3,"['&', '+', ';']",1,0,['00183932']
517,addressed,a,1,2,"['!', '&']",1,1,['00050641']
518,adducent,a,1,2,"['!', ';']",1,0,['00003131']
519,adducting,a,1,1,;,1,0,00003131
520,adductive,a,1,2,"['+', ';']",1,0,['00003131']
521,adenocarcinomatous,a,1,2,"['\\', '+']",1,0,['02603423']
522,adenoid,a,1,2,"['\\', '+']",1,0,['02603540']
523,adenoidal,a,2,3,"['&', '\\', '+']",2,0,"['02603673', '01213550']"
