,lemma,pos,synset_cnt,p_cnt,ptr_symbol,sense_cnt,tagsense_cnt,synset_offset
0,aah,v,1,1,@,1,0,00865776
1,abacinate,v,1,1,@,1,0,02168378
2,abandon,v,5,4,"['@', '~', '$', '+']",5,5,"['02228031', '02227741', '02076676', '00613393', '00614057']"
3,abase,v,1,3,"['@', '~', '+']",1,0,['01799794']
4,abash,v,1,3,"['@', '~', '+']",1,0,['01792097']
5,abate,v,2,2,"['@', '+']",2,0,"['00245289', '00245059']"
6,abbreviate,v,2,4,"['@', '~', '$', '+']",2,0,"['00243900', '00243749']"
7,abdicate,v,1,2,"['@', '+']",1,0,['02379198']
8,abduce,v,1,1,@,1,0,01015866
9,abduct,v,2,5,"['!', '@', '~', '+', ';']",2,0,"['01471043', '01449427']"
10,aberrate,v,2,3,"['@', '+', ';']",2,0,"['02662076', '02661769']"
11,abet,v,1,2,"['@', '+']",1,1,['02549211']
12,abhor,v,1,2,"['@', '+']",1,1,['01774426']
13,abide,v,2,5,"['@', '~', '$', '+', ';']",2,2,"['02637202', '00668099']"
14,abide_by,v,2,3,"['@', '~', '$']",2,1,"['02542280', '02457233']"
15,abjure,v,1,2,"['@', '+']",1,0,['00798717']
16,ablactate,v,1,2,"['@', '*']",1,0,['01186958']
17,ablate,v,2,3,"['@', '+', ';']",2,0,"['00275466', '00177578']"
18,abnegate,v,3,3,"['@', '$', '+']",3,0,"['02213074', '01116275', '00758042']"
19,abolish,v,1,3,"['!', '~', '+']",1,1,['02427334']
20,abominate,v,1,2,"['@', '+']",1,0,['01774426']
21,abort,v,3,4,"['@', '~', '*', '+']",3,0,"['00353839', '00060063', '00059899']"
22,abound,v,2,3,"['@', '^', '+']",2,1,"['02715279', '02715595']"
23,abound_in,v,1,1,@,1,1,02715923
24,about-face,v,2,2,"['@', '+']",2,1,"['01909042', '00689068']"
25,abrade,v,2,3,"['@', '~', '+']",2,0,"['01254013', '01251651']"
26,abrase,v,1,2,"['@', '~']",1,0,['01254013']
27,abreact,v,1,3,"['@', '+', ';']",1,0,['01815471']
28,abridge,v,2,4,"['@', '~', '$', '+']",2,1,"['00243900', '00236843']"
29,abrogate,v,1,2,"['@', '+']",1,1,['02478584']
30,abscise,v,2,3,"['@', '$', '+']",2,0,"['01255355', '01255222']"
31,abscond,v,1,3,"['@', '~', '+']",1,0,['02073714']
32,abseil,v,1,3,"['@', '*', ';']",1,0,['01923058']
33,absent,v,1,2,"['@', '+']",1,1,['00421535']
34,absolve,v,2,4,"['!', '@', '~', '+']",2,0,"['00903711', '00902424']"
35,absorb,v,9,6,"['!', '@', '~', '$', '+', ';']",9,7,"['01539633', '00602255', '02216560', '01539063', '00395698', '02765464', '00601043', '01470524', '00600370']"
36,absquatulate,v,1,2,"['@', '~']",1,0,['02073714']
37,abstain,v,2,4,"['!', '@', '~', '+']",2,2,"['02463426', '01196037']"
38,abstract,v,4,2,"['@', '+']",4,3,"['00692329', '02276866', '00734587', '01008288']"
39,abuse,v,4,3,"['@', '~', '+']",4,2,"['02516594', '00203213', '00845299', '00203556']"
40,abut,v,1,3,"['@', '~', '+']",1,0,['01466978']
41,aby,v,1,1,@,1,0,02520509
42,abye,v,1,1,@,1,0,02520509
43,accede,v,3,3,"['@', '~', '+']",3,1,"['00878348', '02381397', '00804139']"
44,accelerate,v,2,4,"['!', '@', '~', '+']",2,2,"['00438178', '00439343']"
45,accent,v,2,3,"['@', '~', '+']",2,0,"['01013367', '00983333']"
46,accentuate,v,2,3,"['@', '~', '+']",2,1,"['01013367', '00983333']"
47,accept,v,11,5,"['!', '@', '~', '$', '+']",11,7,"['00686447', '02236124', '00797697', '00719231', '02236624', '02301825', '00668805', '02741546', '02210622', '02209936', '00718489']"
48,access,v,2,4,"['@', '~', '+', ';']",2,0,"['02248808', '02007417']"
49,accession,v,1,2,"['@', ';']",1,0,['00999568']
50,acclaim,v,2,4,"['@', '~', '*', '+']",2,1,"['00861725', '00861929']"
51,acclimate,v,1,2,"['@', '+']",1,0,['00393677']
52,acclimatise,v,1,2,"['@', '+']",1,0,['00393677']
53,acclimatize,v,1,2,"['@', '+']",1,1,['00393677']
54,accommodate,v,7,4,"['@', '~', '$', '+']",7,4,"['02702830', '00299580', '01184453', '02732798', '02651424', '00885925', '00482893']"
55,accompany,v,4,4,"['@', '~', '+', ';']",4,4,"['02716165', '02025550', '01728355', '02716767']"
56,accomplish,v,2,4,"['@', '~', '$', '+']",2,2,"['01640855', '02526085']"
57,accord,v,2,4,"['@', '~', '$', '+']",2,2,"['02700104', '02255268']"
58,accost,v,2,3,"['@', '~', '$']",2,1,"['00990655', '00781652']"
59,account,v,4,3,"['@', '~', '+']",4,0,"['02607432', '02265231', '00965035', '00867644']"
60,account_for,v,2,1,['@'],2,2,"['02635033', '00939621']"
61,accouter,v,1,1,@,1,0,02342016
62,accoutre,v,1,1,@,1,0,02342016
63,accredit,v,3,3,"['@', '+', ';']",3,1,"['02475535', '02475772', '00727791']"
64,accrete,v,2,3,"['@', '+', ';']",2,0,"['00396325', '00159368']"
65,accrue,v,2,4,"['@', '~', '$', '+']",2,1,"['00155869', '02230056']"
66,acculturate,v,1,3,"['@', '~', '+']",1,1,['00159880']
67,accumulate,v,2,3,"['@', '~', '+']",2,2,"['02304982', '00158804']"
68,accurse,v,1,1,@,1,0,00864910
69,accuse,v,2,3,"['@', '~', '+']",2,1,"['00842989', '00843468']"
70,accustom,v,1,2,"['@', '~']",1,1,['00273445']
71,ace,v,4,3,"['@', '+', ';']",4,0,"['02522581', '01113367', '01085130', '01077759']"
72,acerbate,v,2,3,"['@', '>', '+']",2,0,"['01773535', '00270440']"
73,acetify,v,2,3,"['@', '+', ';']",2,0,"['02196690', '00264875']"
74,acetylate,v,2,3,"['@', '+', ';']",2,0,"['00524299', '00524083']"
75,acetylise,v,2,2,"['@', ';']",2,0,"['00524299', '00524083']"
76,acetylize,v,2,3,"['@', '+', ';']",2,0,"['00524299', '00524083']"
77,ache,v,3,3,"['@', '~', '+']",3,3,"['02121511', '01805684', '02122164']"
78,achieve,v,1,3,"['@', '~', '+']",1,1,['02526085']
79,achromatise,v,1,1,@,1,0,00524530
80,achromatize,v,1,2,"['@', '+']",1,0,['00524530']
81,acid-wash,v,1,1,@,1,0,01537271
82,acidify,v,2,4,"['!', '@', '+', ';']",2,0,"['02196690', '00264875']"
83,acidulate,v,1,2,"['@', '+']",1,0,['02196690']
84,acknowledge,v,6,3,"['@', '~', '+']",6,4,"['00817311', '00892698', '01059123', '00892467', '00740449', '00592883']"
85,acquaint,v,3,4,"['@', '~', '$', '+']",3,2,"['00901103', '00874175', '00832778']"
86,acquiesce,v,1,3,"['@', '~', '+']",1,1,['00804139']
87,acquire,v,7,4,"['@', '~', '$', '+']",7,3,"['02210855', '00524682', '00094460', '02695378', '02288295', '00597915', '00545557']"
88,acquit,v,2,5,"['!', '@', '~', '*', '+']",2,1,"['00904046', '02518161']"
89,act,v,10,7,"['!', '@', '~', '^', '$', '+', ';']",10,5,"['02367363', '00010435', '01719302', '01095899', '00013615', '02744977', '02525447', '02419073', '01721556', '01719921']"
90,act_as,v,2,2,"['@', '$']",2,1,"['02671613', '00013615']"
91,act_involuntarily,v,1,2,"['@', '~']",1,0,['00010241']
92,act_on,v,2,2,"['@', '~']",2,2,"['02376429', '02376631']"
93,act_out,v,2,1,['@'],2,2,"['01722645', '01722447']"
94,act_reflexively,v,1,2,"['@', '~']",1,0,['00010241']
95,act_superior,v,1,1,@,1,0,02593551
96,act_up,v,2,1,['@'],2,0,"['02517655', '02122522']"
97,act_upon,v,1,2,"['@', '~']",1,0,['02536557']
98,action,v,2,4,"['@', '~', '$', '+']",2,0,"['02582042', '01640855']"
99,activate,v,5,5,"['!', '@', '~', '>', '+']",5,2,"['01643657', '00190682', '00191385', '00190999', '00190886']"
100,actualise,v,2,3,"['@', '~', '+']",2,0,"['01644746', '00987870']"
101,actualize,v,2,3,"['@', '~', '+']",2,0,"['01644746', '00987870']"
102,actuate,v,2,4,"['@', '>', '$', '+']",2,1,"['01643657', '01649999']"
103,acuminate,v,1,2,"['@', '+']",1,0,['00393227']
104,ad-lib,v,1,2,"['@', '+']",1,0,['01728840']
105,adapt,v,2,3,"['@', '~', '+']",2,2,"['00299580', '00150287']"
106,add,v,6,7,"['!', '@', '~', '^', '$', '+', ';']",6,5,"['00182406', '01027174', '02324478', '00640828', '00949288', '02745172']"
107,add_on,v,2,3,"['@', '~', '+']",2,1,"['00183757', '01328705']"
108,add_to,v,1,1,@,1,0,00157347
109,add_together,v,2,4,"['@', '~', '$', ';']",2,0,"['00949288', '00640828']"
110,add_up,v,4,3,"['@', '~', '$']",4,2,"['02627363', '00949288', '02645007', '02619612']"
111,addict,v,1,3,"['@', '*', '+']",1,0,['01165290']
112,addle,v,2,1,['@'],2,0,"['00620532', '00210647']"
113,address,v,10,6,"['@', '~', '*', '$', '+', ';']",10,5,"['00897564', '00989201', '00990812', '01150981', '01160899', '02601456', '02249018', '01033527', '00990655', '00464687']"
114,adduce,v,1,1,@,1,0,01015866
115,adduct,v,1,3,"['!', '@', '+']",1,0,['01449236']
116,adhere,v,6,5,"['@', '~', '*', '$', '+']",6,3,"['02718178', '00486557', '01220885', '02638845', '02638630', '01356750']"
117,adjoin,v,3,4,"['@', '~', '$', '+']",3,1,"['01466978', '01205696', '00183383']"
118,adjourn,v,2,5,"['@', '~', '*', '$', '+']",2,1,"['00364297', '02428487']"
119,adjudge,v,1,2,"['@', '~']",1,0,['00822367']
120,adjudicate,v,2,3,"['@', '~', '+']",2,0,"['02501278', '00698855']"
121,adjure,v,2,2,"['@', '+']",2,0,"['00759657', '00755331']"
122,adjust,v,5,3,"['@', '~', '+']",5,4,"['00296178', '00464321', '00150287', '00298067', '00699334']"
123,admeasure,v,1,2,"['@', '*']",1,0,['02295082']
124,administer,v,5,5,"['@', '~', '*', '+', ';']",5,4,"['02431971', '02309621', '02294436', '00081072', '02603567']"
125,administrate,v,1,3,"['@', '~', '+']",1,0,['02431971']
126,admire,v,2,4,"['!', '@', '~', '+']",2,2,"['01827858', '02164694']"
127,admit,v,8,5,"['!', '@', '~', '$', '+']",8,4,"['00817311', '02502536', '02449847', '02236624', '02745486', '02741682', '02732798', '02671279']"
128,admix,v,1,3,"['@', '+', ';']",1,1,['00396703']
129,admonish,v,3,3,"['@', '$', '+']",3,1,"['00870577', '00871195', '00824066']"
130,adolesce,v,1,2,"['@', '+']",1,0,['00252710']
131,adopt,v,7,5,"['@', '~', '$', '+', ';']",7,5,"['02346895', '02346724', '02381726', '00524682', '00413195', '01701311', '00601822']"
132,adore,v,1,3,"['@', '~', '+']",1,1,['01777817']
133,adorn,v,3,4,"['@', '~', '$', '+']",3,1,"['01675963', '02748927', '02386675']"
134,adsorb,v,1,3,"['@', '+', ';']",1,1,['01540232']
135,adulate,v,1,2,"['@', '+']",1,0,['00880518']
136,adulterate,v,1,4,"['@', '~', '$', '+']",1,0,['00487748']
137,adumbrate,v,2,2,"['@', '~']",2,0,"['01006421', '00927711']"
138,advance,v,12,4,"['!', '@', '~', '+']",12,8,"['01992503', '00875806', '00497061', '02554922', '01993926', '01111028', '00248659', '00558371', '02397637', '02283949', '01994288', '00158222']"
139,advantage,v,1,3,"['!', '@', '+']",1,0,['02513268']
140,advect,v,1,2,"['@', '+']",1,0,['02102655']
141,adventure,v,2,3,"['@', '~', '+']",2,1,"['02544348', '02545272']"
142,advert,v,3,5,"['@', '~', '*', '$', '+']",3,0,"['02170427', '01026728', '01024190']"
143,advertise,v,2,4,"['@', '~', '$', '+']",2,1,"['00975902', '00976653']"
144,advertize,v,2,4,"['@', '~', '$', '+']",2,0,"['00976653', '00975902']"
145,advise,v,3,3,"['@', '~', '+']",3,3,"['00872886', '00873682', '00875394']"
146,advocate,v,2,3,"['@', '~', '+']",2,2,"['00875141', '00827730']"
147,aerate,v,3,2,"['@', '+']",3,0,"['02112891', '00190999', '00185465']"
148,aerify,v,1,3,"['@', '~', '+']",1,0,['00442267']
149,aerosolise,v,2,2,"['@', '+']",2,0,"['01377940', '01377758']"
150,aerosolize,v,2,2,"['@', '+']",2,1,"['01377758', '01377940']"
151,aestivate,v,1,3,"['!', '@', '+']",1,0,['00016183']
152,affect,v,5,5,"['@', '~', '>', '$', '+']",5,4,"['00137313', '00019448', '02677097', '00838043', '01767949']"
153,affiance,v,1,1,@,1,0,00886602
154,affiliate,v,2,3,"['@', '~', '+']",2,0,"['02589245', '02435311']"
155,affirm,v,3,4,"['!', '@', '~', '+']",3,3,"['00665886', '01011031', '01011725']"
156,affix,v,3,4,"['@', '~', '>', '+']",3,2,"['01356370', '01328705', '01298283']"
157,afflict,v,2,3,"['@', '~', '+']",2,0,"['01797730', '00259927']"
158,afford,v,4,4,"['@', '~', '$', '+']",4,2,"['01192628', '02339171', '02744451', '02358034']"
159,afforest,v,1,3,"['@', '~', '+']",1,0,['01567888']
160,affranchise,v,1,1,@,1,0,02477135
161,affright,v,1,4,"['@', '~', '>', '+']",1,0,['01779165']
162,affront,v,1,2,"['@', '+']",1,1,['00848420']
163,age,v,3,5,"['!', '@', '~', '>', '+']",3,2,"['00248512', '00248026', '00249679']"
164,agenise,v,1,2,"['@', '+']",1,0,['00517365']
165,agenize,v,1,2,"['@', '+']",1,0,['00517365']
166,agglomerate,v,1,2,"['@', '+']",1,1,['01484714']
167,agglutinate,v,2,3,"['@', '~', '+']",2,0,"['01222016', '01221684']"
168,aggrade,v,1,2,"['!', '@']",1,0,['01307771']
169,aggrandise,v,1,3,"['@', '~', '+']",1,0,['00956405']
170,aggrandize,v,1,3,"['@', '~', '+']",1,0,['00956405']
171,aggravate,v,2,3,"['@', '~', '+']",2,2,"['00208210', '01820901']"
172,aggregate,v,2,3,"['@', '~', '+']",2,0,"['02627555', '01385170']"
173,aggress,v,1,4,"['@', '~', '$', '+']",1,0,['01118449']
174,aggrieve,v,2,3,"['@', '>', ';']",2,0,"['02513879', '01797582']"
175,aggroup,v,1,2,"['@', '~']",1,0,['01089878']
176,agitate,v,6,5,"['!', '@', '~', '$', '+']",6,2,"['02585050', '01762528', '02589576', '01893988', '01889610', '01419473']"
177,agnise,v,1,2,"['@', '~']",1,0,['00728617']
178,agnize,v,1,2,"['@', '~']",1,0,['00728617']
179,agonise,v,2,3,"['@', '>', '+']",2,0,"['01794523', '01794363']"
180,agonize,v,2,3,"['@', '>', '+']",2,0,"['01794523', '01794363']"
181,agree,v,7,6,"['!', '@', '~', '$', '+', ';']",7,4,"['00805376', '00764222', '02657219', '02700104', '02741793', '02291135', '01035530']"
182,aid,v,2,3,"['@', '~', '+']",2,2,"['02547586', '00082081']"
183,ail,v,2,3,"['@', '~', '+']",2,0,"['00078665', '00070816']"
184,aim,v,7,3,"['@', '~', '+']",7,7,"['01151110', '00708980', '01026975', '00713015', '01150559', '00955472', '00705517']"
185,air,v,6,5,"['@', '~', '>', '+', ';']",6,1,"['02112891', '00973728', '00973056', '00954608', '00489029', '00488770']"
186,air-condition,v,2,3,"['@', '+', ';']",2,0,"['02331575', '02331326']"
187,air-cool,v,1,2,"['@', ';']",1,0,['02331326']
188,air-drop,v,1,1,@,1,0,01489859
189,air-freight,v,1,1,@,1,0,01951159
190,air-ship,v,1,1,@,1,0,01951159
191,air-slake,v,1,1,@,1,0,00214794
192,air_out,v,2,1,['@'],2,0,"['02112891', '00488770']"
193,airbrush,v,1,2,"['@', '+']",1,0,['01363320']
194,airfreight,v,1,1,@,1,0,01951159
195,airlift,v,1,2,"['@', '+']",1,0,['01452057']
196,airmail,v,1,2,"['@', '+']",1,0,['01032127']
197,airt,v,1,2,"['@', '~']",1,0,['01953334']
198,alarm,v,2,3,"['@', '~', '+']",2,2,"['01782650', '00872414']"
199,alchemise,v,1,2,"['@', ';']",1,0,['00139586']
200,alchemize,v,1,3,"['@', '+', ';']",1,0,['00139586']
201,alcoholise,v,2,2,"['@', ';']",2,0,"['00139908', '00139729']"
202,alcoholize,v,3,3,"['@', '+', ';']",3,0,"['01176734', '00139908', '00139729']"
203,alert,v,1,3,"['@', '~', '+']",1,1,['00872414']
204,alibi,v,1,2,"['@', '+']",1,0,['00893741']
205,alien,v,2,2,"['@', '~']",2,0,"['02221010', '01823528']"
206,alienate,v,3,3,"['@', '~', '+']",3,1,"['01823528', '02221010', '01823888']"
207,alight,v,2,1,['@'],2,1,"['01978700', '01978576']"
208,align,v,4,4,"['!', '@', '~', '+']",4,3,"['00464321', '02658867', '00733632', '00466053']"
209,aliment,v,1,2,"['@', '+']",1,0,['01204191']
210,aline,v,1,2,"['@', '~']",1,0,['00464321']
211,alkalify,v,1,3,"['@', '+', ';']",1,0,['00265094']
212,alkalinise,v,2,2,"['@', ';']",2,0,"['00134898', '00134737']"
213,alkalinize,v,2,2,"['@', ';']",2,0,"['00134898', '00134737']"
214,alkalise,v,1,2,"['@', ';']",1,0,['00265094']
215,alkalize,v,1,4,"['!', '@', '+', ';']",1,0,['00265094']
216,allay,v,2,4,"['@', '~', '*', '+']",2,0,"['01815185', '01204021']"
217,allege,v,1,3,"['@', '~', '+']",1,1,['01016002']
218,allegorise,v,2,2,"['@', '+']",2,0,"['00624263', '00135285']"
219,allegorize,v,2,2,"['@', '+']",2,0,"['00624263', '00135285']"
220,alleviate,v,2,3,"['@', '~', '+']",2,2,"['00064095', '00518395']"
221,alligator,v,1,2,"['@', '+']",1,0,['00337700']
222,alliterate,v,1,3,"['@', '+', ';']",1,0,['01702154']
223,allocate,v,1,3,"['@', '~', '+']",1,1,['02234087']
224,allot,v,3,3,"['@', '~', '+']",3,3,"['02228698', '02255268', '02294436']"
225,allow,v,10,5,"['!', '@', '~', '$', '+']",10,6,"['02423183', '00802318', '02255462', '00724150', '02721438', '00723545', '02745486', '02423650', '02319669', '00802946']"
226,allow_for,v,1,2,"['@', '$']",1,1,['02721438']
227,allow_in,v,1,3,"['@', '~', '$']",1,1,['02502536']
228,allowance,v,1,2,"['@', '+']",1,0,['02255821']
229,alloy,v,2,3,"['@', '+', ';']",2,0,"['00493517', '00396880']"
230,allude,v,1,4,"['@', '*', '$', '+']",1,0,['01026728']
231,allure,v,1,3,"['@', '*', '+']",1,0,['00793785']
232,ally,v,1,3,"['@', '~', '+']",1,0,['02430191']
233,ally_with,v,1,1,@,1,1,02434737
234,alphabetise,v,1,2,"['@', '+']",1,0,['00279239']
235,alphabetize,v,2,3,"['@', '+', ';']",2,1,"['00279239', '02330967']"
236,alter,v,5,5,"['@', '~', '*', '>', '+']",5,3,"['00126264', '00123170', '01667132', '00201407', '00060477']"
237,altercate,v,1,2,"['@', '~']",1,0,['00775156']
238,alternate,v,5,3,"['@', '~', '+']",5,1,"['00121506', '02393726', '00604930', '00121678', '00121214']"
239,aluminise,v,1,2,"['@', '+']",1,0,['01338113']
240,aluminize,v,1,2,"['@', '+']",1,0,['01338113']
241,amalgamate,v,1,3,"['@', '~', '+']",1,0,['01462005']
242,amass,v,2,2,"['@', '~']",2,1,"['00158804', '02304982']"
243,amaze,v,2,3,"['@', '~', '+']",2,2,"['00724832', '00622384']"
244,ambition,v,1,2,"['@', '+']",1,0,['01826060']
245,amble,v,1,2,"['@', '+']",1,1,['01918183']
246,ambulate,v,1,2,"['@', '+']",1,0,['01911698']
247,ambuscade,v,1,2,"['@', '+']",1,0,['01138204']
248,ambush,v,2,2,"['@', '+']",2,2,"['01138204', '01142203']"
249,ameliorate,v,2,5,"['@', '~', '>', '$', '+']",2,0,"['00205885', '00205046']"
250,amend,v,3,5,"['@', '~', '>', '$', '+']",3,2,"['00996328', '00205885', '00199912']"
251,amerce,v,2,3,"['@', '$', '+']",2,0,"['02500265', '02498987']"
252,americanise,v,2,2,"['@', '+']",2,0,"['00410406', '00409643']"
253,americanize,v,2,2,"['@', '+']",2,0,"['00410406', '00409643']"
254,ammoniate,v,1,2,"['@', '+']",1,0,['00187147']
255,ammonify,v,1,3,"['@', '+', ';']",1,0,['00497219']
256,amnesty,v,1,3,"['@', '+', ';']",1,0,['00905677']
257,amortise,v,1,2,"['@', '+']",1,0,['02352263']
258,amortize,v,1,2,"['@', '+']",1,0,['02352263']
259,amount,v,3,3,"['@', '~', '+']",3,3,"['02664992', '02645007', '02627363']"
260,amplify,v,4,3,"['@', '~', '+']",4,1,"['00434077', '00839834', '00264386', '00263904']"
261,amputate,v,1,5,"['@', '~', '*', '+', ';']",1,1,['01254692']
262,amuse,v,2,3,"['@', '~', '+']",2,2,"['02492362', '00859758']"
263,anaesthetise,v,1,3,"['@', '~', '+']",1,0,['00021065']
264,anaesthetize,v,1,3,"['@', '~', '+']",1,0,['00021065']
265,anagram,v,1,2,"['@', '+']",1,0,['00625518']
266,anagrammatise,v,1,2,"['@', '+']",1,0,['00625518']
267,anagrammatize,v,1,2,"['@', '+']",1,0,['00625518']
268,analogise,v,1,2,"['@', '+']",1,0,['00653283']
269,analogize,v,1,2,"['@', '+']",1,0,['00653283']
270,analyse,v,4,4,"['@', '~', '+', ';']",4,1,"['00644583', '00736216', '00643473', '00643197']"
271,analyze,v,4,5,"['!', '@', '~', '+', ';']",4,2,"['00644583', '00643473', '00736216', '00643197']"
272,anastomose,v,2,2,"['@', '$']",2,0,"['01292366', '01292169']"
273,anathematise,v,1,2,"['@', '+']",1,0,['00864910']
274,anathematize,v,1,2,"['@', '+']",1,0,['00864910']
275,anathemise,v,2,1,['@'],2,0,"['00865958', '00864910']"
276,anathemize,v,2,1,['@'],2,0,"['00865958', '00864910']"
277,anatomise,v,1,2,"['@', '+']",1,0,['01550594']
278,anatomize,v,2,2,"['@', '+']",2,0,"['01550594', '00645241']"
279,anchor,v,2,2,"['@', '+']",2,2,"['01304944', '01304716']"
280,ancylose,v,2,2,"['@', ';']",2,0,"['00096396', '00096264']"
281,anele,v,1,1,@,1,0,00085626
282,anesthetise,v,1,3,"['@', '~', '+']",1,0,['00021065']
283,anesthetize,v,1,4,"['!', '@', '~', '+']",1,0,['00021065']
284,anger,v,2,4,"['@', '~', '>', '+']",2,1,"['01785971', '01787106']"
285,angle,v,5,3,"['@', '~', '+']",5,1,"['02044866', '02038357', '01319346', '01141612', '00680485']"
286,angle-park,v,1,2,"['@', ';']",1,0,['01934731']
287,anglicise,v,1,2,"['@', '+']",1,0,['00300317']
288,anglicize,v,1,2,"['@', '+']",1,0,['00300317']
289,anguish,v,2,4,"['@', '~', '>', '+']",2,0,"['01794969', '01792567']"
290,angulate,v,1,2,"['@', '+']",1,0,['00573457']
291,animadvert,v,2,3,"['@', '~', '+']",2,0,"['01027668', '00827158']"
292,animalise,v,3,2,"['@', '+']",3,0,"['01680756', '00114052', '00113853']"
293,animalize,v,3,2,"['@', '+']",3,0,"['01680756', '00114052', '00113853']"
294,animate,v,4,4,"['@', '~', '$', '+']",4,1,"['01812720', '00547995', '00192836', '00024279']"
295,animise,v,1,1,@,1,0,00547995
296,animize,v,1,1,@,1,1,00547995
297,ankylose,v,2,2,"['@', ';']",2,0,"['00096396', '00096264']"
298,anneal,v,1,1,@,1,0,00303056
299,annex,v,2,3,"['@', '~', '+']",2,0,"['02215355', '01329141']"
300,annihilate,v,1,3,"['@', '$', '+']",1,1,['00470701']
301,annotate,v,2,3,"['@', '+', ';']",2,0,"['01704953', '00961329']"
302,announce,v,4,3,"['@', '~', '+']",4,4,"['00974367', '00965871', '00975427', '00974173']"
303,annoy,v,1,4,"['@', '~', '$', '+']",1,1,['01787955']
304,annul,v,2,3,"['@', '~', '+']",2,0,"['02478059', '00799798']"
305,annunciate,v,1,2,"['@', '+']",1,0,['00974173']
306,anodise,v,1,1,@,1,0,00136567
307,anodize,v,1,1,@,1,0,00136567
308,anoint,v,2,2,"['@', '+']",2,0,"['00675412', '00085626']"
309,answer,v,10,3,"['@', '~', '+']",10,5,"['00815686', '00719590', '00636279', '00635523', '00815171', '02746017', '02669789', '02658570', '01183896', '00718308']"
310,answer_for,v,1,1,@,1,0,00867644
311,antagonise,v,2,2,"['@', '+']",2,1,"['02564841', '01807314']"
312,antagonize,v,2,2,"['@', '+']",2,1,"['01807314', '02564841']"
313,ante,v,1,3,"['@', '+', ';']",1,0,['01139380']
314,ante_up,v,1,2,"['@', '~']",1,0,['02252931']
315,antecede,v,1,1,+,1,0,02712443
316,antedate,v,2,1,['@'],2,0,"['02712443', '00277086']"
317,anthologise,v,1,2,"['@', '+']",1,0,['01626705']
318,anthologize,v,1,2,"['@', '+']",1,0,['01626705']
319,anthropomorphise,v,1,2,"['@', '+']",1,0,['00727409']
320,anthropomorphize,v,1,2,"['@', '+']",1,0,['00727409']
321,antic,v,1,2,"['@', '+']",1,0,['00105778']
322,anticipate,v,6,4,"['@', '~', '$', '+']",6,6,"['00719734', '02565491', '00720808', '00917772', '01804961', '00342640']"
323,antiquate,v,2,2,"['@', '+']",2,0,"['00253664', '00253501']"
324,antique,v,2,3,"['@', '+', ';']",2,0,"['02326795', '00253501']"
325,antisepticize,v,1,1,@,1,0,00062774
326,ape,v,2,2,"['@', '+']",2,0,"['02675067', '00849592']"
327,aphorise,v,1,2,"['@', '+']",1,0,['00741911']
328,aphorize,v,1,2,"['@', '+']",1,0,['00741911']
329,apologise,v,2,4,"['@', '~', '*', '+']",2,0,"['00894738', '00892923']"
330,apologize,v,2,4,"['@', '~', '*', '+']",2,1,"['00892923', '00894738']"
331,apostatise,v,1,2,"['@', '+']",1,0,['00757856']
332,apostatize,v,1,2,"['@', '+']",1,0,['00757856']
333,apostrophise,v,1,2,"['@', '+']",1,0,['00993754']
334,apostrophize,v,1,2,"['@', '+']",1,0,['00993754']
335,apotheose,v,1,1,@,1,0,00693633
336,apotheosise,v,1,2,"['@', '+']",1,0,['00693633']
337,apotheosize,v,1,2,"['@', '+']",1,0,['00693633']
338,appal,v,2,2,"['@', '~']",2,0,"['01810447', '01782650']"
339,appall,v,2,2,"['@', '~']",2,0,"['01810447', '01782650']"
340,apparel,v,1,4,"['@', '~', '$', '+']",1,0,['00047945']
341,appeal,v,5,3,"['@', '~', '+']",5,3,"['02497586', '00755447', '01807882', '02497824', '01024864']"
342,appear,v,7,5,"['!', '@', '~', '+', ';']",7,7,"['02133435', '00422090', '00425967', '02134672', '00425071', '01721169', '02597762']"
343,appease,v,3,2,"['@', '+']",3,3,"['01765392', '01194114', '00765213']"
344,append,v,3,3,"['@', '~', '+']",3,1,"['01328705', '01328513', '01027174']"
345,apperceive,v,1,3,"['@', '+', ';']",1,0,['02107097']
346,appertain,v,1,2,"['@', '+']",1,0,['02653706']
347,applaud,v,2,5,"['!', '@', '~', '*', '+']",2,2,"['00861929', '00860292']"
348,applique,v,1,3,"['@', '*', '+']",1,0,['01670777']
349,apply,v,10,5,"['@', '~', '>', '$', '+']",10,9,"['01158872', '02676789', '00765396', '01363648', '02707429', '02309165', '02561332', '02560164', '01026558', '02595523']"
350,appoint,v,3,3,"['@', '~', '+']",3,2,"['02396205', '02475922', '02341370']"
351,apportion,v,2,4,"['@', '~', '*', '+']",2,1,"['02234087', '02294179']"
352,appose,v,1,2,"['@', '+']",1,0,['01500214']
353,appraise,v,2,4,"['@', '~', '$', '+']",2,1,"['00681429', '00646542']"
354,appreciate,v,5,5,"['!', '@', '~', '$', '+']",5,3,"['01805982', '00592341', '02256109', '00316195', '00315605']"
355,apprehend,v,3,4,"['@', '~', '*', '+']",3,2,"['00588221', '01215137', '01782432']"
356,apprentice,v,1,2,"['@', '+']",1,1,['00602635']
357,apprise,v,4,4,"['@', '~', '$', '+']",4,0,"['00873682', '00831074', '00316195', '00315605']"
358,apprize,v,4,3,"['@', '~', '$']",4,0,"['00873682', '00831074', '00316195', '00315605']"
359,approach,v,5,5,"['@', '~', '*', '$', '+']",5,5,"['02053941', '02703952', '02439281', '01849746', '00990392']"
