,lemma,pos,synset_cnt,p_cnt,ptr_symbol,sense_cnt,tagsense_cnt,synset_offset
1263,bulge_out,v,1,1,@,1,0,02081946
1264,bulk,v,2,2,"['@', '>']",2,1,"['00263564', '00256369']"
1265,bulk_large,v,1,2,"['@', '~']",1,0,['02744061']
1266,bull,v,4,4,"['@', '$', '+', ';']",4,1,"['02374449', '02272373', '00839526', '00156139']"
1267,bull_through,v,1,1,@,1,0,02374449
1268,bulldog,v,2,2,"['@', '+']",2,0,"['01119030', '01108815']"
1269,bulldoze,v,1,3,"['@', '*', '+']",1,0,['01575388']
1270,bullet_vote,v,1,1,@,1,0,02462858
1271,bulletin,v,1,2,"['@', '+']",1,1,['00955033']
1272,bulletproof,v,1,2,"['@', '+']",1,0,['00166331']
1273,bullshit,v,1,2,"['@', '+']",1,1,['00839526']
1274,bully,v,2,3,"['@', '~', '+']",2,0,"['01781520', '01035199']"
1275,bully_off,v,1,1,@,1,0,01084048
1276,bullyrag,v,1,2,"['@', '~']",1,0,['01781520']
1277,bulwark,v,1,2,"['@', '+']",1,0,['01128071']
1278,bum,v,2,3,"['@', '~', '+']",2,1,"['02270404', '02639606']"
1279,bum_about,v,1,1,@,1,0,02639606
1280,bum_around,v,1,1,@,1,0,02639606
1281,bumble,v,3,2,"['@', '+']",3,0,"['02527651', '01901133', '00981544']"
1282,bump,v,5,4,"['@', '~', '^', '+']",5,3,"['01239619', '02248465', '01895383', '02399331', '01527508']"
1283,bump_around,v,1,1,@,1,0,01865051
1284,bump_into,v,1,1,@,1,1,01240308
1285,bump_off,v,1,2,"['@', '~']",1,1,['02482425']
1286,bump_up,v,1,1,@,1,0,00158687
1287,bunch,v,2,3,"['@', '~', '+']",2,2,"['02027411', '01484392']"
1288,bunch_together,v,1,1,@,1,0,02027411
1289,bunch_up,v,2,2,"['@', '~']",2,0,"['02027411', '01484392']"
1290,bunco,v,1,3,"['@', '~', '+']",1,0,['02572119']
1291,bundle,v,4,5,"['@', '~', '^', '$', '+']",4,1,"['01487008', '01484392', '01483779', '00015163']"
1292,bundle_off,v,1,2,"['@', '>']",1,0,['01955009']
1293,bundle_up,v,2,1,['@'],2,0,"['01487008', '00047032']"
1294,bung,v,2,2,"['@', '+']",2,0,"['02202133', '01345769']"
1295,bungle,v,2,2,"['@', '+']",2,0,"['02527651', '00013172']"
1296,bunk,v,3,3,"['@', '~', '+']",3,0,"['02573853', '02337230', '02075049']"
1297,bunk_down,v,1,2,"['@', '~']",1,0,['00017531']
1298,bunk_off,v,1,2,"['@', ';']",1,0,['02614023']
1299,bunker,v,3,2,"['@', '+']",3,1,"['01404278', '02338872', '02013322']"
1300,bunt,v,2,4,"['@', '~', '+', ';']",2,0,"['01408297', '01235769']"
1301,buoy,v,3,2,"['@', '+']",3,0,"['01904795', '01218512', '00922771']"
1302,buoy_up,v,3,2,"['@', '>']",3,1,"['00860136', '01814074', '01218512']"
1303,bur,v,1,2,"['@', '+']",1,0,['00181434']
1304,burble,v,1,2,"['@', '$']",1,0,['02187922']
1305,burden,v,2,4,"['!', '@', '~', '+']",2,0,"['01487311', '00750532']"
1306,burgeon,v,1,1,@,1,1,00357854
1307,burgeon_forth,v,1,2,"['@', '$']",1,0,['00357332']
1308,burglarise,v,1,3,"['@', '*', '+']",1,0,['02571511']
1309,burglarize,v,1,3,"['@', '*', '+']",1,0,['02571511']
1310,burgle,v,1,3,"['@', '*', '+']",1,0,['02571511']
1311,burke,v,2,1,['@'],2,0,"['02482784', '00462894']"
1312,burl,v,1,2,"['@', '+']",1,0,['00180495']
1313,burlesque,v,1,3,"['@', '~', '+']",1,0,['00849939']
1314,burn,v,15,6,"['@', '~', '*', '>', '$', '+']",15,12,"['00378664', '02768874', '00377002', '02120451', '02762468', '01829292', '00378042', '02485322', '02268881', '02121048', '00373766', '00104299', '01756277', '01205000', '00196364']"
1315,burn_down,v,2,3,"['@', '~', '$']",2,2,"['00377351', '00378664']"
1316,burn_off,v,2,1,['@'],2,2,"['01205000', '00196252']"
1317,burn_out,v,1,1,@,1,0,00435294
1318,burn_up,v,3,2,"['@', '~']",3,1,"['02762806', '01205000', '00377351']"
1319,burnish,v,1,2,"['@', '+']",1,0,['01246095']
1320,burp,v,1,2,"['@', '+']",1,0,['00003431']
1321,burr,v,1,2,"['@', '+']",1,0,['00181434']
1322,burrow,v,1,2,"['@', '+']",1,1,['02042067']
1323,burst,v,8,5,"['@', '~', '>', '$', '+']",8,6,"['00309310', '01785395', '00306017', '01964634', '02715595', '00424224', '01989562', '00333594']"
1324,burst_forth,v,3,1,['@'],3,0,"['01966501', '00306539', '00294522']"
1325,burst_in_on,v,1,1,@,1,0,00780444
1326,burst_out,v,3,2,"['@', '~']",3,2,"['00930009', '00426156', '00307785']"
1327,burst_upon,v,1,1,@,1,0,00780444
1328,burthen,v,1,3,"['@', '~', '+']",1,0,['01487311']
1329,bury,v,6,4,"['@', '~', '*', '+']",6,5,"['02147466', '02456493', '01234625', '01582409', '01530098', '00610167']"
1330,bus,v,3,2,"['@', '+']",3,0,"['01950128', '01949110', '00180728']"
1331,bush,v,1,2,"['@', '+']",1,0,['02336255']
1332,bush_out,v,1,1,@,1,0,02077546
1333,bushel,v,1,2,"['@', '~']",1,0,['00260648']
1334,bushwhack,v,3,2,"['@', '+']",3,1,"['01138204', '02615880', '02053723']"
1335,busk,v,1,1,@,1,0,01759166
1336,buss,v,1,3,"['@', '~', '+']",1,0,['01431230']
1337,bust,v,5,6,"['@', '~', '>', '^', '$', '+']",5,1,"['01369758', '02494850', '01573515', '01369346', '00333594']"
1338,bust_up,v,1,1,@,1,0,01566185
1339,bustle,v,1,3,"['@', '*', '+']",1,1,['02058191']
1340,bustle_about,v,1,2,"['@', '*']",1,1,['02058191']
1341,busy,v,1,2,"['@', '~']",1,1,['02415831']
1342,butcher,v,1,4,"['@', '~', '*', '+']",1,1,['01322854']
1343,butt,v,3,4,"['@', '~', '^', '+']",3,3,"['01466978', '01235769', '01498713']"
1344,butt-weld,v,1,2,"['@', '+']",1,0,['01596404']
1345,butt_against,v,2,2,"['@', '~']",2,1,"['01466978', '01240308']"
1346,butt_in,v,1,2,"['@', '~']",1,0,['00780191']
1347,butt_on,v,1,2,"['@', '~']",1,0,['01466978']
1348,butter,v,1,2,"['@', '+']",1,0,['01267998']
1349,butter_up,v,1,1,@,1,0,00881534
1350,butterfly,v,3,3,"['@', '~', ';']",3,0,"['01900156', '01613921', '01037910']"
1351,button,v,2,4,"['!', '@', '*', '+']",2,0,"['01368126', '01367862']"
1352,button_up,v,1,0,[],1,0,['01041061']
1353,buttonhole,v,1,1,@,1,0,02458943
1354,buttress,v,2,2,"['@', '+']",2,0,"['00222861', '00222728']"
1355,buttweld,v,1,2,"['@', '+']",1,0,['01596404']
1356,butylate,v,1,3,"['@', '+', ';']",1,0,['00184633']
1357,buy,v,5,8,"['!', '@', '~', '*', '^', '$', '+', ';']",5,2,"['02207206', '02284096', '02646757', '02212103', '00683670']"
1358,buy_at,v,1,1,@,1,0,02466134
1359,buy_back,v,1,2,"['@', '+']",1,0,['02207890']
1360,buy_food,v,1,1,@,1,0,02326955
1361,buy_in,v,1,3,"['@', '~', ';']",1,0,['02323286']
1362,buy_into,v,1,2,"['@', ';']",1,0,['02284544']
1363,buy_it,v,1,2,"['@', ';']",1,1,['00359806']
1364,buy_off,v,1,2,"['@', ';']",1,0,['02284803']
1365,buy_out,v,1,2,"['@', '+']",1,1,['02274299']
1366,buy_the_farm,v,1,3,"['@', '~', '$']",1,0,['00358431']
1367,buy_time,v,1,1,@,1,1,00460759
1368,buy_up,v,1,1,@,1,1,02274299
1369,buzz,v,4,4,"['@', '~', '+', ';']",4,3,"['02182109', '01924267', '02706605', '00792304']"
1370,buzz_off,v,1,1,@,1,0,02010864
1371,by-bid,v,1,2,"['@', ';']",1,0,['02298998']
1372,bypass,v,1,2,"['@', '+']",1,1,['00811171']
1373,ca-ca,v,1,3,"['@', '~', '$']",1,0,['00074038']
1374,cab,v,1,1,@,1,0,01949007
1375,cabal,v,1,3,"['@', '~', '+']",1,0,['00706975']
1376,cabbage,v,1,2,"['@', '+']",1,0,['02276866']
1377,cabin,v,1,2,"['@', '+']",1,0,['01302577']
1378,cable,v,2,3,"['@', '+', ';']",2,1,"['01007222', '01288921']"
1379,cache,v,1,2,"['@', '+']",1,0,['02305856']
1380,cachinnate,v,1,2,"['@', '+']",1,0,['00032414']
1381,cackel,v,1,1,@,1,0,01056102
1382,cackle,v,3,3,"['@', '~', '+']",3,3,"['01056554', '01056369', '00031418']"
1383,caddie,v,1,3,"['@', '+', ';']",1,0,['01096860']
1384,caddy,v,1,3,"['@', '+', ';']",1,0,['01096860']
1385,cadge,v,2,3,"['@', '~', '+']",2,0,"['02270404', '02270165']"
1386,cage,v,1,2,"['@', '+']",1,0,['02496036']
1387,cage_in,v,1,1,@,1,0,02496036
1388,cajole,v,1,3,"['@', '~', '+']",1,0,['00768778']
1389,cake,v,1,1,@,1,0,01262321
1390,cakewalk,v,1,2,"['@', '+']",1,0,['01896657']
1391,calcify,v,4,3,"['!', '@', '+']",4,1,"['00498988', '00572362', '00498662', '00498530']"
1392,calcimine,v,1,2,"['@', '+']",1,0,['01269988']
1393,calcine,v,1,3,"['@', '+', ';']",1,0,['00372251']
1394,calculate,v,6,5,"['@', '~', '$', '+', ';']",6,2,"['00637259', '00712135', '02265231', '00926472', '00713015', '00712708']"
1395,calendar,v,1,2,"['@', '+']",1,0,['00678981']
1396,calender,v,1,2,"['@', '+']",1,0,['01391095']
1397,calibrate,v,3,2,"['@', '+']",3,1,"['00295697', '01589497', '00739536']"
1398,caliper,v,1,2,"['@', '+']",1,0,['00647770']
1399,calk,v,3,3,"['@', '+', ';']",3,0,"['01358191', '01354565', '00070736']"
1400,call,v,28,8,"['@', '~', '*', '>', '^', '$', '+', ';']",28,10,"['01028748', '00971015', '00789448', '00913065', '00792471', '02487573', '02429810', '01067995', '01062739', '00975036', '02643421', '02601456', '02487901', '02359061', '02300060', '01899017', '01068793', '00917772', '00874002', '00869393', '00822746', '00783523', '00754156', '00753881', '00738747', '00738583', '00691516', '00107231']"
1401,call_at,v,1,1,@,1,0,02017299
1402,call_attention,v,1,1,@,1,0,00924612
1403,call_back,v,4,3,"['@', '~', '+']",4,2,"['02312478', '00607780', '00791764', '00791506']"
1404,call_down,v,2,3,"['@', '~', '$']",2,0,"['01629958', '00824767']"
1405,call_for,v,4,3,"['@', '~', '$']",4,3,"['00752764', '02627934', '01063695', '02305586']"
1406,call_forth,v,2,3,"['@', '~', '$']",2,0,"['01646866', '01629958']"
1407,call_in,v,7,5,"['@', '~', '$', '+', ';']",7,5,"['01469960', '00792011', '02487573', '02405120', '00790135', '02359061', '02312478']"
1408,call_into_question,v,1,1,@,1,0,00867409
1409,call_it_a_day,v,1,1,@,1,0,02681335
1410,call_it_quits,v,1,1,@,1,0,02681335
1411,call_off,v,2,1,['*'],2,1,"['02477755', '01899017']"
1412,call_on,v,1,1,@,1,1,00794640
1413,call_on_the_carpet,v,1,2,"['@', '~']",1,0,['00824767']
1414,call_one's_bluff,v,1,1,@,1,0,00868270
1415,call_out,v,3,4,"['@', '~', '$', '+']",3,2,"['00912048', '00975584', '00868979']"
1416,call_the_shots,v,1,1,@,1,0,02601271
1417,call_the_tune,v,1,1,@,1,0,02601271
1418,call_to_order,v,1,1,@,1,0,02425763
1419,call_up,v,4,6,"['@', '~', '*', '$', '+', ';']",4,3,"['01025455', '00789448', '00607780', '01097960']"
1420,calligraph,v,1,2,"['@', '+']",1,0,['01691660']
1421,calliper,v,1,2,"['@', '+']",1,0,['00647770']
1422,callous,v,1,1,@,1,0,00273114
1423,callus,v,2,2,"['@', '+']",2,0,"['00255880', '00255752']"
1424,calm,v,4,4,"['!', '@', '~', '+']",4,2,"['01764800', '00416571', '01763829', '00022316']"
1425,calm_down,v,3,2,"['@', '~']",3,1,"['01763829', '01764800', '00558061']"
1426,calumniate,v,1,3,"['@', '~', '+']",1,1,['00846509']
1427,calve,v,2,1,['@'],2,0,"['01215017', '00058897']"
1428,camber,v,1,2,"['@', '+']",1,0,['02035425']
1429,camouflage,v,1,2,"['@', '+']",1,1,['02158896']
1430,camp,v,3,2,"['@', '+']",3,1,"['02653996', '01514248', '00525805']"
1431,camp_down,v,1,1,@,1,0,01514248
1432,camp_out,v,1,1,@,1,1,02653996
1433,campaign,v,3,5,"['@', '~', '*', '$', '+']",3,2,"['01094086', '02589576', '01093786']"
1434,camphorate,v,1,2,"['@', '+']",1,0,['00186912']
1435,can,v,2,4,"['@', '~', '+', ';']",2,2,"['00213794', '02402825']"
1436,canal,v,1,2,"['@', '+']",1,0,['02336015']
1437,canalise,v,2,2,"['@', '+']",2,0,"['02336015', '01933900']"
1438,canalize,v,2,2,"['@', '+']",2,0,"['02336015', '01933900']"
1439,cancel,v,5,4,"['@', '~', '*', '+']",5,1,"['02477755', '02717831', '02477334', '01549187', '00800460']"
1440,cancel_out,v,1,1,@,1,1,00471196
1441,candle,v,1,2,"['@', '+']",1,0,['02149899']
1442,candy,v,1,1,@,1,0,02196378
1443,cane,v,1,2,"['@', '+']",1,1,['01412204']
1444,canker,v,2,2,"['@', '+']",2,0,"['00090075', '00089973']"
1445,cannibalise,v,2,3,"['@', '*', '+']",2,0,"['01162291', '01162143']"
1446,cannibalize,v,2,3,"['@', '*', '+']",2,0,"['01162291', '01162143']"
1447,cannon,v,2,3,"['@', '+', ';']",2,0,"['01147987', '01134522']"
1448,cannonade,v,1,2,"['@', '+']",1,0,['01136481']
1449,cannonball_along,v,1,2,"['@', '~']",1,0,['02058994']
1450,cannulate,v,1,2,"['@', '+']",1,0,['01422172']
1451,cannulise,v,1,2,"['@', '+']",1,0,['01422172']
1452,cannulize,v,1,2,"['@', '+']",1,0,['01422172']
1453,canoe,v,1,4,"['@', '*', '+', ';']",1,0,['01947543']
1454,canonise,v,2,3,"['@', '+', ';']",2,0,"['00861077', '00823129']"
1455,canonize,v,2,3,"['@', '+', ';']",2,1,"['00823129', '00861077']"
1456,canoodle,v,1,1,@,1,0,01226781
1457,canopy,v,1,2,"['@', '+']",1,0,['01337526']
1458,cant,v,1,3,"['@', '~', '+']",1,0,['01884577']
1459,cant_over,v,1,2,"['@', '~']",1,0,['01884577']
1460,canter,v,3,3,"['@', '+', ';']",3,1,"['01959340', '01959669', '01959482']"
1461,cantilever,v,2,3,"['@', '+', ';']",2,0,"['02714865', '01656233']"
1462,cantillate,v,1,3,"['@', '~', '+']",1,0,['01049737']
1463,canton,v,2,3,"['@', '+', ';']",2,0,"['02653159', '02469596']"
1464,canulate,v,1,2,"['@', '+']",1,0,['01422172']
1465,canvas,v,4,3,"['@', '~', '+']",4,0,"['02458747', '02454312', '01268297', '00644583']"
1466,canvass,v,3,3,"['@', '~', '+']",3,1,"['02454312', '02458747', '00644583']"
1467,cap,v,2,2,"['@', '+']",2,1,"['02693168', '00236104']"
1468,cap_off,v,1,1,@,1,0,00485435
1469,capacitate,v,3,3,"['@', '+', ';']",3,0,"['00972457', '00525932', '00301179']"
1470,caparison,v,1,2,"['@', '+']",1,0,['01670315']
1471,caper,v,1,2,"['@', '+']",1,1,['01967104']
1472,capitalise,v,6,3,"['@', '~', '+']",6,0,"['02330742', '02279772', '01692266', '00731159', '00731000', '00162167']"
1473,capitalize,v,6,3,"['@', '~', '+']",6,1,"['02279772', '02330742', '01692266', '00731159', '00731000', '00162167']"
1474,capitulate,v,1,2,"['@', '+']",1,1,['01117812']
1475,caponise,v,1,2,"['@', '+']",1,0,['00061079']
1476,caponize,v,1,2,"['@', '+']",1,0,['00061079']
1477,capriole,v,2,1,['@'],2,0,"['01964891', '01895168']"
1478,capsize,v,1,1,@,1,0,01893313
1479,capsulate,v,1,2,"['@', '+']",1,0,['01581070']
1480,capsule,v,2,1,['@'],2,0,"['01581070', '00244416']"
1481,capsulise,v,2,2,"['@', '+']",2,0,"['01581070', '00244416']"
1482,capsulize,v,2,2,"['@', '+']",2,0,"['01581070', '00244416']"
1483,captain,v,1,2,"['@', '+']",1,0,['02440486']
1484,caption,v,1,2,"['@', '+']",1,0,['02323870']
1485,captivate,v,1,3,"['@', '~', '+']",1,1,['01806505']
1486,capture,v,6,4,"['@', '~', '$', '+']",6,6,"['01686626', '01806505', '01215421', '02304241', '02272549', '01480149']"
1487,caracole,v,1,1,@,1,0,01909161
1488,caramelise,v,2,3,"['@', '+', ';']",2,0,"['00114615', '00114291']"
1489,caramelize,v,2,3,"['@', '+', ';']",2,0,"['00114615', '00114291']"
1490,caravan,v,1,2,"['@', '+']",1,0,['01949333']
1491,carbonate,v,2,2,"['@', '+']",2,0,"['02627221', '00186740']"
1492,carbonise,v,2,4,"['@', '*', '+', ';']",2,0,"['00373520', '00369628']"
1493,carbonize,v,2,4,"['@', '*', '+', ';']",2,0,"['00373520', '00369628']"
1494,carboxylate,v,1,2,"['@', ';']",1,0,['00526081']
1495,carburet,v,1,2,"['@', ';']",1,0,['01599435']
1496,carburise,v,1,3,"['@', '+', ';']",1,0,['00373520']
1497,carburize,v,1,3,"['@', '+', ';']",1,0,['00373520']
1498,card,v,2,2,"['@', '+']",2,0,"['01356256', '00663894']"
1499,care,v,5,4,"['@', '~', '^', '+']",5,5,"['01822936', '02550296', '01824736', '02436349', '01766748']"
1500,care_a_hang,v,1,0,[],1,1,['01823149']
1501,care_for,v,3,2,"['@', '~']",3,1,"['01828623', '01776214', '00078760']"
1502,careen,v,2,2,"['@', '+']",2,1,"['01924882', '01884974']"
1503,career,v,1,1,@,1,1,02082181
1504,caress,v,1,3,"['@', '~', '+']",1,1,['01226215']
1505,caricature,v,1,2,"['@', '+']",1,1,['00849592']
1506,carjack,v,1,3,"['@', '+', ';']",1,0,['01472417']
1507,cark,v,1,2,"['@', '~']",1,0,['01764171']
1508,carmine,v,1,2,"['@', '+']",1,0,['00535256']
1509,carnalise,v,1,1,@,1,0,00133978
1510,carnalize,v,3,2,"['@', '+']",3,0,"['01680473', '00727012', '00133978']"
1511,carnify,v,1,1,@,1,0,00499422
1512,carol,v,1,3,"['@', '+', ';']",1,0,['01731828']
1513,carom,v,2,3,"['@', '+', ';']",2,0,"['01892849', '01598395']"
1514,carouse,v,1,2,"['@', '+']",1,0,['02493260']
1515,carp,v,1,2,"['@', '+']",1,0,['00808671']
1516,carpenter,v,1,2,"['@', '+']",1,0,['02408843']
1517,carpet,v,3,2,"['@', '+']",3,0,"['02749520', '01235073', '01234920']"
1518,carpet_bomb,v,1,2,"['@', '+']",1,0,['01132355']
1519,carry,v,40,6,"['@', '~', '*', '$', '+', ';']",40,17,"['01449974', '02717102', '02079933', '01061017', '01218084', '01601234', '02700867', '02561168', '00235110', '02636325', '01101416', '00738951', '02518161', '02285392', '01746359', '01408760', '01061320', '02746735', '02741357', '02682954', '02636516', '02630734', '02586121', '02556537', '02555684', '02359228', '02303878', '02233195', '02012725', '02001699', '01740320', '01241881', '01205153', '01203074', '01123609', '01123415', '01101571', '01100672', '01049606', '00059019']"
1520,carry-the_can,v,1,1,@,1,0,02302081
1521,carry_away,v,1,3,"['@', '~', '*']",1,1,['01434278']
1522,carry_back,v,1,1,@,1,0,00641532
1523,carry_forward,v,1,2,"['@', ';']",1,1,['02013427']
1524,carry_off,v,3,4,"['@', '~', '*', '$']",3,0,"['02522864', '01434278', '00470701']"
1525,carry_on,v,4,3,"['@', '~', '$']",4,3,"['02445509', '02679899', '00781000', '02517655']"
1526,carry_out,v,2,3,"['@', '~', '$']",2,2,"['01640855', '00486018']"
1527,carry_over,v,4,3,"['@', '+', ';']",4,2,"['00349951', '02079330', '02202802', '02013427']"
1528,carry_through,v,2,3,"['@', '~', '$']",2,1,"['01640855', '02551832']"
1529,carry_to_term,v,1,2,"['!', '*']",1,0,['00059559']
1530,carry_weight,v,1,1,@,1,0,00701724
1531,cart,v,2,3,"['@', '~', '+']",2,1,"['01454810', '01451502']"
1532,cart_away,v,1,1,@,1,0,01451665
1533,cart_off,v,1,1,@,1,1,01451665
1534,cartoon,v,1,3,"['@', '+', ';']",1,0,['01693727']
1535,cartwheel,v,1,2,"['@', '+']",1,0,['02046286']
1536,carve,v,3,4,"['@', '~', '^', '+']",3,2,"['01256157', '01256600', '01255967']"
1537,carve_out,v,2,1,['@'],2,0,"['01758526', '00587675']"
1538,carve_up,v,1,2,"['@', '~']",1,0,['02467662']
1539,cascade,v,2,3,"['@', '+', ';']",2,1,"['02071316', '01465732']"
1540,cascade_down,v,1,1,@,1,1,02071316
1541,case,v,2,3,"['@', '~', '+']",2,1,"['02165982', '01486312']"
1542,caseate,v,2,1,['@'],2,0,"['00526339', '00526229']"
1543,cash,v,1,4,"['@', '~', '^', '+']",1,1,['02256354']
1544,cash_in,v,1,2,"['@', '~']",1,0,['02256354']
1545,cash_in_on,v,1,1,@,1,1,02279513
1546,cash_in_one's_chips,v,1,3,"['@', '~', '$']",1,0,['00358431']
1547,cash_out,v,1,1,@,1,0,02755232
1548,cashier,v,2,1,['@'],2,0,"['02427596', '02422559']"
1549,casket,v,1,2,"['@', '+']",1,0,['01599539']
1550,cast,v,11,7,"['@', '~', '*', '^', '$', '+', ';']",11,4,"['01632897', '02236023', '01710481', '01507143', '02385813', '01881180', '01662771', '01513430', '01078050', '00981276', '00076400']"
1551,cast_about,v,1,1,@,1,0,00649362
1552,cast_anchor,v,1,1,@,1,0,01304716
1553,cast_around,v,1,1,@,1,1,00649362
1554,cast_aside,v,1,2,"['@', '~']",1,1,['02222318']
1555,cast_away,v,1,2,"['@', '~']",1,0,['02222318']
1556,cast_down,v,1,2,"['@', '~']",1,1,['01814396']
1557,cast_off,v,2,4,"['!', '@', '~', ';']",2,1,"['01513430', '01671609']"
1558,cast_on,v,1,3,"['!', '@', ';']",1,0,['01671463']
1559,cast_out,v,2,2,"['@', '~']",2,0,"['02504017', '02222318']"
1560,castigate,v,2,3,"['@', '~', '+']",2,1,"['00824292', '02500144']"
1561,castle,v,1,3,"['@', '+', ';']",1,0,['01077329']
1562,castrate,v,4,3,"['@', '~', '+']",4,0,"['00541953', '00201034', '00060833', '00060477']"
1563,cat,v,2,2,"['@', '+']",2,0,"['01411870', '00076400']"
1564,catabolise,v,1,2,"['@', ';']",1,0,['00238720']
1565,catabolize,v,1,3,"['@', '+', ';']",1,0,['00238720']
1566,catalog,v,2,2,"['@', '+']",2,0,"['01626844', '00652622']"
1567,catalogue,v,2,2,"['@', '+']",2,2,"['00652622', '01626844']"
1568,catalyse,v,1,2,"['@', ';']",1,0,['00267519']
1569,catalyze,v,1,3,"['@', '+', ';']",1,0,['00267519']
1570,catapult,v,2,2,"['@', '+']",2,2,"['01515566', '01514348']"
1571,catcall,v,1,2,"['@', '+']",1,0,['01060909']
1572,catch,v,29,7,"['@', '~', '*', '^', '$', '+', ';']",29,19,"['00725748', '02117955', '01401115', '01439190', '01215421', '01327816', '01505958', '01480149', '02018372', '02248299', '01155090', '00543016', '02510905', '02189168', '02150948', '01328012', '00599835', '00589904', '00087988', '02761134', '02189398', '02109645', '01806505', '01738107', '01480469', '01380366', '01082454', '00726009', '00460357']"
1573,catch_a_glimpse,v,1,1,@,1,1,02129879
1574,catch_a_wink,v,1,2,"['@', '~']",1,1,['00015498']
1575,catch_cold,v,1,1,@,1,0,00088120
1576,catch_fire,v,1,3,"['@', '~', '$']",1,1,['02760622']
1577,catch_it,v,1,0,[],1,1,['02500489']
1578,catch_on,v,2,1,['@'],2,2,"['00590366', '00543287']"
1579,catch_one's_breath,v,1,1,@,1,1,00779360
1580,catch_out,v,1,1,@,1,0,00731574
1581,catch_sight,v,1,1,@,1,0,02129879
1582,catch_some_z's,v,1,2,"['@', '~']",1,0,['00014742']
1583,catch_up,v,2,3,"['@', '~', '*']",2,1,"['01998793', '00598753']"
1584,catch_up_with,v,2,3,"['@', '*', '$']",2,2,"['01155090', '02520730']"
1585,catechise,v,2,2,"['@', '+']",2,0,"['00787515', '00787359']"
1586,catechize,v,2,2,"['@', '+']",2,1,"['00787359', '00787515']"
1587,categorise,v,1,3,"['@', '~', '*']",1,0,['00657260']
1588,categorize,v,1,4,"['@', '~', '*', '+']",1,1,['00657260']
1589,catenate,v,1,2,"['@', '+']",1,0,['01466303']
1590,catenulate,v,1,2,"['@', '+']",1,0,['01466303']
1591,cater,v,2,3,"['@', '~', '+']",2,1,"['01182709', '01180844']"
1592,caterwaul,v,1,2,"['@', '+']",1,0,['00914634']
1593,cathect,v,1,1,@,1,0,00023380
1594,catheterise,v,1,2,"['@', '+']",1,0,['00188721']
1595,catheterize,v,1,2,"['@', '+']",1,0,['00188721']
1596,catholicise,v,1,1,@,1,0,00386566
1597,catholicize,v,1,2,"['@', '+']",1,0,['00386566']
1598,catnap,v,1,3,"['@', '~', '+']",1,0,['00015498']
1599,caucus,v,1,2,"['@', '+']",1,1,['02429682']
1600,caulk,v,1,1,@,1,0,01354565
1601,cause,v,2,3,"['@', '~', '+']",2,2,"['01645601', '00770437']"
1602,cause_to_be_perceived,v,1,1,~,1,0,02123903
1603,cause_to_sleep,v,1,3,"['!', '@', '>']",1,0,['00019273']
1604,causeway,v,2,2,"['@', '+']",2,0,"['02335904', '01267742']"
1605,cauterise,v,2,3,"['@', '*', '+']",2,0,"['00373766', '00273114']"
1606,cauterize,v,2,3,"['@', '*', '+']",2,0,"['00373766', '00273114']"
1607,caution,v,1,2,"['@', '+']",1,1,['00871195']
1608,cave,v,2,3,"['@', '~', '+']",2,0,"['01283033', '00649887']"
1609,cave_in,v,1,4,"['@', '~', '$', '+']",1,1,['01989053']
1610,cavern,v,1,2,"['@', '+']",1,0,['01282888']
1611,cavern_out,v,1,1,@,1,0,01282888
1612,cavil,v,1,2,"['@', '+']",1,0,['00808671']
1613,cavort,v,1,1,@,1,1,01883716
1614,caw,v,1,2,"['@', '+']",1,1,['01060065']
1615,cease,v,2,2,"['~', '+']",2,2,"['02680814', '02609764']"
1616,cede,v,2,3,"['@', '~', '+']",2,0,"['02316649', '02235229']"
1617,celebrate,v,3,3,"['@', '~', '+']",3,3,"['02578510', '02490877', '02398956']"
1618,cell_phone,v,1,3,"['@', '+', ';']",1,0,['00789934']
1619,cement,v,3,3,"['@', '$', '+']",3,1,"['01304076', '01366926', '01366653']"
1620,cense,v,1,1,@,1,0,02126686
1621,censor,v,2,4,"['@', '~', '+', ';']",2,0,"['02493666', '00682928']"
1622,censure,v,1,3,"['@', '~', '+']",1,0,['00823669']
1623,census,v,1,2,"['@', '+']",1,0,['00948707']
1624,center,v,3,5,"['@', '~', '^', '$', '+']",3,2,"['02676496', '00722232', '01852701']"
1625,center_on,v,2,1,['@'],2,2,"['02676496', '02723445']"
1626,center_punch,v,1,1,@,1,1,01443740
1627,centralise,v,1,3,"['!', '@', '+']",1,0,['00405236']
1628,centralize,v,1,3,"['!', '@', '+']",1,1,['00405236']
1629,centre,v,2,4,"['@', '~', '$', '+']",2,0,"['01852701', '00722232']"
1630,centrifugate,v,1,3,"['@', '~', '+']",1,0,['02047263']
1631,centrifuge,v,1,3,"['@', '~', '+']",1,1,['02047263']
1632,cere,v,1,1,@,1,0,01283893
1633,cerebrate,v,1,2,"['~', '+']",1,1,['00628491']
1634,certificate,v,2,2,"['@', '+']",2,0,"['02262139', '00804002']"
1635,certify,v,5,6,"['!', '@', '~', '*', '$', '+']",5,3,"['00820976', '02349813', '02444662', '02447793', '00822262']"
1636,cha-cha,v,1,2,"['@', '+']",1,0,['01897306']
1637,chafe,v,6,4,"['@', '~', '$', '+']",6,1,"['02119659', '01788733', '01787955', '01253808', '01250908', '00373397']"
1638,chaff,v,1,1,@,1,1,00855295
1639,chaffer,v,2,2,"['@', '~']",2,0,"['02259547', '01038666']"
